CaseID,StructureID,StructureValue
134,SOCTRUST2_order,order 1
134,CONGPOST_order,order 1
134,GSSTRUST3_order,order 2
134,POLCRCT_order,order 2
134,ECONFAIR2_order,order 1
134,IMMCULT2_order,order 1
134,GSSTRUST2_order,order 2
134,SNSSKEP_order,order 1
134,QBELIEF3_order,order 2
134,QBELIEF4_order,order 2
134,TWKNOW_order,order 1
134,TWAUTO_order,order 1
134,JOKE1_order,order 2
134,CHOICE1_order,order 1
134,WOMENOPPS_order,order 2
134,FAIRTRT_order,order 2
134,TALKREL_order,order 1
136,SOCTRUST2_order,order 1
136,CONGPOST_order,order 1
136,GSSTRUST3_order,order 1
136,POLCRCT_order,order 2
136,ECONFAIR2_order,order 1
136,IMMCULT2_order,order 2
136,GSSTRUST2_order,order 2
136,SNSSKEP_order,order 1
136,QBELIEF3_order,order 1
136,QBELIEF4_order,order 1
136,TWKNOW_order,order 2
136,TWAUTO_order,order 1
136,JOKE1_order,order 2
136,CHOICE1_order,order 1
136,WOMENOPPS_order,order 2
136,FAIRTRT_order,order 1
136,TALKREL_order,order 1
138,SOCTRUST2_order,order 1
138,CONGPOST_order,
138,GSSTRUST3_order,order 1
138,POLCRCT_order,order 1
138,ECONFAIR2_order,order 2
138,IMMCULT2_order,order 1
138,GSSTRUST2_order,order 2
138,SNSSKEP_order,order 1
138,QBELIEF3_order,order 2
138,QBELIEF4_order,order 2
138,TWKNOW_order,order 1
138,TWAUTO_order,order 2
138,JOKE1_order,order 2
138,CHOICE1_order,order 1
138,WOMENOPPS_order,order 2
138,FAIRTRT_order,order 1
138,TALKREL_order,order 2
139,SOCTRUST2_order,order 1
139,CONGPOST_order,order 1
139,GSSTRUST3_order,order 1
139,POLCRCT_order,order 1
139,ECONFAIR2_order,order 1
139,IMMCULT2_order,order 1
139,GSSTRUST2_order,order 2
139,SNSSKEP_order,order 2
139,QBELIEF3_order,order 1
139,QBELIEF4_order,order 1
139,TWKNOW_order,order 1
139,TWAUTO_order,order 1
139,JOKE1_order,order 1
139,CHOICE1_order,order 2
139,WOMENOPPS_order,order 1
139,FAIRTRT_order,order 2
139,TALKREL_order,order 2
140,SOCTRUST2_order,order 2
140,CONGPOST_order,order 2
140,GSSTRUST3_order,order 2
140,POLCRCT_order,order 2
140,ECONFAIR2_order,order 1
140,IMMCULT2_order,order 1
140,GSSTRUST2_order,order 1
140,SNSSKEP_order,order 2
140,QBELIEF3_order,order 1
140,QBELIEF4_order,order 1
140,TWKNOW_order,order 2
140,TWAUTO_order,order 2
140,JOKE1_order,order 2
140,CHOICE1_order,order 1
140,WOMENOPPS_order,order 2
140,FAIRTRT_order,order 2
140,TALKREL_order,order 1
143,SOCTRUST2_order,order 2
143,CONGPOST_order,order 2
143,GSSTRUST3_order,order 2
143,POLCRCT_order,order 2
143,ECONFAIR2_order,order 1
143,IMMCULT2_order,order 2
143,GSSTRUST2_order,order 2
143,SNSSKEP_order,order 1
143,QBELIEF3_order,order 2
143,QBELIEF4_order,order 2
143,TWKNOW_order,order 2
143,TWAUTO_order,order 2
143,JOKE1_order,order 2
143,CHOICE1_order,order 2
143,WOMENOPPS_order,order 1
143,FAIRTRT_order,order 1
143,TALKREL_order,order 1
144,SOCTRUST2_order,order 1
144,CONGPOST_order,order 1
144,GSSTRUST3_order,order 2
144,POLCRCT_order,order 1
144,ECONFAIR2_order,order 2
144,IMMCULT2_order,order 2
144,GSSTRUST2_order,order 1
144,SNSSKEP_order,order 2
144,QBELIEF3_order,order 2
144,QBELIEF4_order,order 2
144,TWKNOW_order,order 1
144,TWAUTO_order,order 1
144,JOKE1_order,order 2
144,CHOICE1_order,order 1
144,WOMENOPPS_order,order 2
144,FAIRTRT_order,order 2
144,TALKREL_order,order 1
146,SOCTRUST2_order,order 2
146,CONGPOST_order,order 2
146,GSSTRUST3_order,order 2
146,POLCRCT_order,order 2
146,ECONFAIR2_order,order 1
146,IMMCULT2_order,order 2
146,GSSTRUST2_order,order 2
146,SNSSKEP_order,order 2
146,QBELIEF3_order,order 2
146,QBELIEF4_order,order 2
146,TWKNOW_order,order 1
146,TWAUTO_order,order 1
146,JOKE1_order,order 2
146,CHOICE1_order,order 2
146,WOMENOPPS_order,order 2
146,FAIRTRT_order,order 1
146,TALKREL_order,order 1
147,SOCTRUST2_order,order 2
147,CONGPOST_order,order 2
147,GSSTRUST3_order,order 2
147,POLCRCT_order,order 2
147,ECONFAIR2_order,order 1
147,IMMCULT2_order,order 1
147,GSSTRUST2_order,order 2
147,SNSSKEP_order,order 1
147,QBELIEF3_order,order 2
147,QBELIEF4_order,order 2
147,TWKNOW_order,order 1
147,TWAUTO_order,order 2
147,JOKE1_order,order 2
147,CHOICE1_order,order 2
147,WOMENOPPS_order,order 1
147,FAIRTRT_order,order 2
147,TALKREL_order,order 1
148,SOCTRUST2_order,order 2
148,CONGPOST_order,order 2
148,GSSTRUST3_order,order 1
148,POLCRCT_order,order 2
148,ECONFAIR2_order,order 1
148,IMMCULT2_order,order 2
148,GSSTRUST2_order,order 1
148,SNSSKEP_order,order 2
148,QBELIEF3_order,order 2
148,QBELIEF4_order,order 2
148,TWKNOW_order,order 2
148,TWAUTO_order,order 2
148,JOKE1_order,order 1
148,CHOICE1_order,order 2
148,WOMENOPPS_order,order 2
148,FAIRTRT_order,order 1
148,TALKREL_order,order 2
149,SOCTRUST2_order,order 2
149,CONGPOST_order,order 2
149,GSSTRUST3_order,order 1
149,POLCRCT_order,order 2
149,ECONFAIR2_order,order 2
149,IMMCULT2_order,order 2
149,GSSTRUST2_order,order 2
149,SNSSKEP_order,order 2
149,QBELIEF3_order,order 2
149,QBELIEF4_order,order 2
149,TWKNOW_order,order 1
149,TWAUTO_order,order 1
149,JOKE1_order,order 2
149,CHOICE1_order,order 2
149,WOMENOPPS_order,order 1
149,FAIRTRT_order,order 2
149,TALKREL_order,order 2
151,SOCTRUST2_order,order 1
151,CONGPOST_order,order 2
151,GSSTRUST3_order,order 1
151,POLCRCT_order,order 1
151,ECONFAIR2_order,order 2
151,IMMCULT2_order,order 1
151,GSSTRUST2_order,order 1
151,SNSSKEP_order,order 2
151,QBELIEF3_order,order 1
151,QBELIEF4_order,order 1
151,TWKNOW_order,order 2
151,TWAUTO_order,order 2
151,JOKE1_order,order 1
151,CHOICE1_order,order 2
151,WOMENOPPS_order,order 2
151,FAIRTRT_order,order 1
151,TALKREL_order,order 2
154,SOCTRUST2_order,order 1
154,CONGPOST_order,order 1
154,GSSTRUST3_order,order 1
154,POLCRCT_order,order 2
154,ECONFAIR2_order,order 2
154,IMMCULT2_order,order 1
154,GSSTRUST2_order,order 2
154,SNSSKEP_order,order 2
154,QBELIEF3_order,order 1
154,QBELIEF4_order,order 1
154,TWKNOW_order,order 1
154,TWAUTO_order,order 1
154,JOKE1_order,order 2
154,CHOICE1_order,order 1
154,WOMENOPPS_order,order 1
154,FAIRTRT_order,order 2
154,TALKREL_order,order 1
155,SOCTRUST2_order,order 2
155,CONGPOST_order,order 1
155,GSSTRUST3_order,order 1
155,POLCRCT_order,order 1
155,ECONFAIR2_order,order 1
155,IMMCULT2_order,order 2
155,GSSTRUST2_order,order 2
155,SNSSKEP_order,order 1
155,QBELIEF3_order,order 2
155,QBELIEF4_order,order 2
155,TWKNOW_order,order 1
155,TWAUTO_order,order 2
155,JOKE1_order,order 2
155,CHOICE1_order,order 1
155,WOMENOPPS_order,order 1
155,FAIRTRT_order,order 2
155,TALKREL_order,order 1
156,SOCTRUST2_order,order 2
156,CONGPOST_order,order 1
156,GSSTRUST3_order,order 2
156,POLCRCT_order,order 1
156,ECONFAIR2_order,order 1
156,IMMCULT2_order,order 1
156,GSSTRUST2_order,order 1
156,SNSSKEP_order,order 1
156,QBELIEF3_order,order 2
156,QBELIEF4_order,order 2
156,TWKNOW_order,order 1
156,TWAUTO_order,order 2
156,JOKE1_order,order 2
156,CHOICE1_order,order 2
156,WOMENOPPS_order,order 2
156,FAIRTRT_order,order 1
156,TALKREL_order,order 2
157,SOCTRUST2_order,order 2
157,CONGPOST_order,order 2
157,GSSTRUST3_order,order 1
157,POLCRCT_order,order 1
157,ECONFAIR2_order,order 1
157,IMMCULT2_order,order 2
157,GSSTRUST2_order,order 2
157,SNSSKEP_order,order 1
157,QBELIEF3_order,order 1
157,QBELIEF4_order,order 1
157,TWKNOW_order,order 2
157,TWAUTO_order,order 2
157,JOKE1_order,order 2
157,CHOICE1_order,order 1
157,WOMENOPPS_order,order 1
157,FAIRTRT_order,order 2
157,TALKREL_order,order 2
159,SOCTRUST2_order,order 1
159,CONGPOST_order,
159,GSSTRUST3_order,order 2
159,POLCRCT_order,order 1
159,ECONFAIR2_order,order 1
159,IMMCULT2_order,order 2
159,GSSTRUST2_order,order 1
159,SNSSKEP_order,order 1
159,QBELIEF3_order,order 1
159,QBELIEF4_order,order 1
159,TWKNOW_order,order 1
159,TWAUTO_order,order 1
159,JOKE1_order,order 2
159,CHOICE1_order,order 1
159,WOMENOPPS_order,order 1
159,FAIRTRT_order,order 1
159,TALKREL_order,order 2
162,SOCTRUST2_order,order 2
162,CONGPOST_order,order 2
162,GSSTRUST3_order,order 2
162,POLCRCT_order,order 2
162,ECONFAIR2_order,order 2
162,IMMCULT2_order,order 1
162,GSSTRUST2_order,order 1
162,SNSSKEP_order,order 2
162,QBELIEF3_order,order 1
162,QBELIEF4_order,order 1
162,TWKNOW_order,order 1
162,TWAUTO_order,order 2
162,JOKE1_order,order 2
162,CHOICE1_order,order 2
162,WOMENOPPS_order,order 2
162,FAIRTRT_order,order 1
162,TALKREL_order,order 1
163,SOCTRUST2_order,order 1
163,CONGPOST_order,order 2
163,GSSTRUST3_order,order 2
163,POLCRCT_order,order 1
163,ECONFAIR2_order,order 2
163,IMMCULT2_order,order 2
163,GSSTRUST2_order,order 1
163,SNSSKEP_order,order 2
163,QBELIEF3_order,order 2
163,QBELIEF4_order,order 2
163,TWKNOW_order,order 2
163,TWAUTO_order,order 2
163,JOKE1_order,order 2
163,CHOICE1_order,order 2
163,WOMENOPPS_order,order 1
163,FAIRTRT_order,order 2
163,TALKREL_order,order 1
164,SOCTRUST2_order,order 2
164,CONGPOST_order,order 2
164,GSSTRUST3_order,order 1
164,POLCRCT_order,order 2
164,ECONFAIR2_order,order 2
164,IMMCULT2_order,order 1
164,GSSTRUST2_order,order 1
164,SNSSKEP_order,order 2
164,QBELIEF3_order,order 1
164,QBELIEF4_order,order 1
164,TWKNOW_order,order 1
164,TWAUTO_order,order 2
164,JOKE1_order,order 1
164,CHOICE1_order,order 1
164,WOMENOPPS_order,order 1
164,FAIRTRT_order,order 1
164,TALKREL_order,order 2
167,SOCTRUST2_order,order 1
167,CONGPOST_order,
167,GSSTRUST3_order,order 2
167,POLCRCT_order,order 1
167,ECONFAIR2_order,order 2
167,IMMCULT2_order,order 2
167,GSSTRUST2_order,order 1
167,SNSSKEP_order,order 2
167,QBELIEF3_order,order 2
167,QBELIEF4_order,order 2
167,TWKNOW_order,order 2
167,TWAUTO_order,order 2
167,JOKE1_order,order 1
167,CHOICE1_order,order 1
167,WOMENOPPS_order,order 2
167,FAIRTRT_order,order 1
167,TALKREL_order,order 2
168,SOCTRUST2_order,order 1
168,CONGPOST_order,order 2
168,GSSTRUST3_order,order 1
168,POLCRCT_order,order 1
168,ECONFAIR2_order,order 2
168,IMMCULT2_order,order 1
168,GSSTRUST2_order,order 2
168,SNSSKEP_order,order 1
168,QBELIEF3_order,order 2
168,QBELIEF4_order,order 2
168,TWKNOW_order,order 2
168,TWAUTO_order,order 2
168,JOKE1_order,order 2
168,CHOICE1_order,order 2
168,WOMENOPPS_order,order 1
168,FAIRTRT_order,order 2
168,TALKREL_order,order 1
169,SOCTRUST2_order,order 1
169,CONGPOST_order,order 2
169,GSSTRUST3_order,order 2
169,POLCRCT_order,order 1
169,ECONFAIR2_order,order 2
169,IMMCULT2_order,order 2
169,GSSTRUST2_order,order 1
169,SNSSKEP_order,order 2
169,QBELIEF3_order,order 2
169,QBELIEF4_order,order 2
169,TWKNOW_order,order 2
169,TWAUTO_order,order 2
169,JOKE1_order,order 2
169,CHOICE1_order,order 1
169,WOMENOPPS_order,order 2
169,FAIRTRT_order,order 2
169,TALKREL_order,order 1
171,SOCTRUST2_order,order 1
171,CONGPOST_order,order 1
171,GSSTRUST3_order,order 2
171,POLCRCT_order,order 1
171,ECONFAIR2_order,order 1
171,IMMCULT2_order,order 2
171,GSSTRUST2_order,order 1
171,SNSSKEP_order,order 1
171,QBELIEF3_order,order 2
171,QBELIEF4_order,order 2
171,TWKNOW_order,order 2
171,TWAUTO_order,order 1
171,JOKE1_order,order 1
171,CHOICE1_order,order 2
171,WOMENOPPS_order,order 2
171,FAIRTRT_order,order 2
171,TALKREL_order,order 2
172,SOCTRUST2_order,order 2
172,CONGPOST_order,order 1
172,GSSTRUST3_order,order 2
172,POLCRCT_order,order 1
172,ECONFAIR2_order,order 2
172,IMMCULT2_order,order 2
172,GSSTRUST2_order,order 1
172,SNSSKEP_order,order 2
172,QBELIEF3_order,order 1
172,QBELIEF4_order,order 1
172,TWKNOW_order,order 1
172,TWAUTO_order,order 1
172,JOKE1_order,order 2
172,CHOICE1_order,order 1
172,WOMENOPPS_order,order 1
172,FAIRTRT_order,order 2
172,TALKREL_order,order 1
174,SOCTRUST2_order,order 2
174,CONGPOST_order,
174,GSSTRUST3_order,order 1
174,POLCRCT_order,order 1
174,ECONFAIR2_order,order 1
174,IMMCULT2_order,order 2
174,GSSTRUST2_order,order 2
174,SNSSKEP_order,order 2
174,QBELIEF3_order,order 2
174,QBELIEF4_order,order 2
174,TWKNOW_order,order 1
174,TWAUTO_order,order 2
174,JOKE1_order,order 2
174,CHOICE1_order,order 1
174,WOMENOPPS_order,order 2
174,FAIRTRT_order,order 2
174,TALKREL_order,order 2
178,SOCTRUST2_order,order 1
178,CONGPOST_order,order 1
178,GSSTRUST3_order,order 2
178,POLCRCT_order,order 1
178,ECONFAIR2_order,order 2
178,IMMCULT2_order,order 2
178,GSSTRUST2_order,order 1
178,SNSSKEP_order,order 2
178,QBELIEF3_order,order 2
178,QBELIEF4_order,order 2
178,TWKNOW_order,order 1
178,TWAUTO_order,order 2
178,JOKE1_order,order 2
178,CHOICE1_order,order 2
178,WOMENOPPS_order,order 2
178,FAIRTRT_order,order 1
178,TALKREL_order,order 1
181,SOCTRUST2_order,order 2
181,CONGPOST_order,order 1
181,GSSTRUST3_order,order 1
181,POLCRCT_order,order 2
181,ECONFAIR2_order,order 1
181,IMMCULT2_order,order 2
181,GSSTRUST2_order,order 2
181,SNSSKEP_order,order 1
181,QBELIEF3_order,order 1
181,QBELIEF4_order,order 1
181,TWKNOW_order,order 1
181,TWAUTO_order,order 1
181,JOKE1_order,order 1
181,CHOICE1_order,order 1
181,WOMENOPPS_order,order 1
181,FAIRTRT_order,order 2
181,TALKREL_order,order 1
183,SOCTRUST2_order,order 2
183,CONGPOST_order,order 2
183,GSSTRUST3_order,order 1
183,POLCRCT_order,order 2
183,ECONFAIR2_order,order 1
183,IMMCULT2_order,order 2
183,GSSTRUST2_order,order 1
183,SNSSKEP_order,order 1
183,QBELIEF3_order,order 1
183,QBELIEF4_order,order 1
183,TWKNOW_order,order 2
183,TWAUTO_order,order 1
183,JOKE1_order,order 1
183,CHOICE1_order,order 2
183,WOMENOPPS_order,order 1
183,FAIRTRT_order,order 2
183,TALKREL_order,order 2
185,SOCTRUST2_order,order 1
185,CONGPOST_order,order 2
185,GSSTRUST3_order,order 2
185,POLCRCT_order,order 1
185,ECONFAIR2_order,order 2
185,IMMCULT2_order,order 2
185,GSSTRUST2_order,order 2
185,SNSSKEP_order,order 1
185,QBELIEF3_order,order 2
185,QBELIEF4_order,order 2
185,TWKNOW_order,order 1
185,TWAUTO_order,order 2
185,JOKE1_order,order 1
185,CHOICE1_order,order 2
185,WOMENOPPS_order,order 1
185,FAIRTRT_order,order 2
185,TALKREL_order,order 2
187,SOCTRUST2_order,order 1
187,CONGPOST_order,order 1
187,GSSTRUST3_order,order 1
187,POLCRCT_order,order 1
187,ECONFAIR2_order,order 2
187,IMMCULT2_order,order 2
187,GSSTRUST2_order,order 2
187,SNSSKEP_order,order 2
187,QBELIEF3_order,order 1
187,QBELIEF4_order,order 1
187,TWKNOW_order,order 2
187,TWAUTO_order,order 2
187,JOKE1_order,order 1
187,CHOICE1_order,order 1
187,WOMENOPPS_order,order 2
187,FAIRTRT_order,order 1
187,TALKREL_order,order 1
189,SOCTRUST2_order,order 2
189,CONGPOST_order,
189,GSSTRUST3_order,order 1
189,POLCRCT_order,order 1
189,ECONFAIR2_order,order 2
189,IMMCULT2_order,order 2
189,GSSTRUST2_order,order 1
189,SNSSKEP_order,order 1
189,QBELIEF3_order,order 2
189,QBELIEF4_order,order 2
189,TWKNOW_order,order 2
189,TWAUTO_order,order 2
189,JOKE1_order,order 2
189,CHOICE1_order,order 2
189,WOMENOPPS_order,order 2
189,FAIRTRT_order,order 1
189,TALKREL_order,order 1
190,SOCTRUST2_order,order 1
190,CONGPOST_order,order 1
190,GSSTRUST3_order,order 1
190,POLCRCT_order,order 1
190,ECONFAIR2_order,order 1
190,IMMCULT2_order,order 1
190,GSSTRUST2_order,order 1
190,SNSSKEP_order,order 1
190,QBELIEF3_order,order 2
190,QBELIEF4_order,order 2
190,TWKNOW_order,order 2
190,TWAUTO_order,order 2
190,JOKE1_order,order 1
190,CHOICE1_order,order 2
190,WOMENOPPS_order,order 1
190,FAIRTRT_order,order 1
190,TALKREL_order,order 1
192,SOCTRUST2_order,order 2
192,CONGPOST_order,
192,GSSTRUST3_order,order 2
192,POLCRCT_order,order 1
192,ECONFAIR2_order,order 1
192,IMMCULT2_order,order 2
192,GSSTRUST2_order,order 2
192,SNSSKEP_order,order 2
192,QBELIEF3_order,order 1
192,QBELIEF4_order,order 1
192,TWKNOW_order,order 2
192,TWAUTO_order,order 2
192,JOKE1_order,order 1
192,CHOICE1_order,order 1
192,WOMENOPPS_order,order 2
192,FAIRTRT_order,order 1
192,TALKREL_order,order 1
193,SOCTRUST2_order,order 1
193,CONGPOST_order,
193,GSSTRUST3_order,order 2
193,POLCRCT_order,order 1
193,ECONFAIR2_order,order 1
193,IMMCULT2_order,order 1
193,GSSTRUST2_order,order 2
193,SNSSKEP_order,order 2
193,QBELIEF3_order,order 1
193,QBELIEF4_order,order 1
193,TWKNOW_order,order 2
193,TWAUTO_order,order 2
193,JOKE1_order,order 2
193,CHOICE1_order,order 2
193,WOMENOPPS_order,order 2
193,FAIRTRT_order,order 1
193,TALKREL_order,order 2
194,SOCTRUST2_order,order 1
194,CONGPOST_order,order 1
194,GSSTRUST3_order,order 1
194,POLCRCT_order,order 2
194,ECONFAIR2_order,order 2
194,IMMCULT2_order,order 2
194,GSSTRUST2_order,order 2
194,SNSSKEP_order,order 2
194,QBELIEF3_order,order 2
194,QBELIEF4_order,order 2
194,TWKNOW_order,order 1
194,TWAUTO_order,order 2
194,JOKE1_order,order 2
194,CHOICE1_order,order 2
194,WOMENOPPS_order,order 2
194,FAIRTRT_order,order 1
194,TALKREL_order,order 2
195,SOCTRUST2_order,order 1
195,CONGPOST_order,order 2
195,GSSTRUST3_order,order 1
195,POLCRCT_order,order 1
195,ECONFAIR2_order,order 2
195,IMMCULT2_order,order 2
195,GSSTRUST2_order,order 2
195,SNSSKEP_order,order 1
195,QBELIEF3_order,order 1
195,QBELIEF4_order,order 1
195,TWKNOW_order,order 2
195,TWAUTO_order,order 1
195,JOKE1_order,order 1
195,CHOICE1_order,order 1
195,WOMENOPPS_order,order 2
195,FAIRTRT_order,order 1
195,TALKREL_order,order 2
197,SOCTRUST2_order,order 1
197,CONGPOST_order,order 1
197,GSSTRUST3_order,order 1
197,POLCRCT_order,order 2
197,ECONFAIR2_order,order 1
197,IMMCULT2_order,order 2
197,GSSTRUST2_order,order 1
197,SNSSKEP_order,order 1
197,QBELIEF3_order,order 1
197,QBELIEF4_order,order 1
197,TWKNOW_order,order 1
197,TWAUTO_order,order 1
197,JOKE1_order,order 2
197,CHOICE1_order,order 2
197,WOMENOPPS_order,order 2
197,FAIRTRT_order,order 1
197,TALKREL_order,order 2
199,SOCTRUST2_order,order 2
199,CONGPOST_order,order 1
199,GSSTRUST3_order,order 2
199,POLCRCT_order,order 1
199,ECONFAIR2_order,order 1
199,IMMCULT2_order,order 2
199,GSSTRUST2_order,order 1
199,SNSSKEP_order,order 2
199,QBELIEF3_order,order 2
199,QBELIEF4_order,order 2
199,TWKNOW_order,order 2
199,TWAUTO_order,order 1
199,JOKE1_order,order 1
199,CHOICE1_order,order 1
199,WOMENOPPS_order,order 2
199,FAIRTRT_order,order 2
199,TALKREL_order,order 1
200,SOCTRUST2_order,order 2
200,CONGPOST_order,order 2
200,GSSTRUST3_order,order 2
200,POLCRCT_order,order 2
200,ECONFAIR2_order,order 2
200,IMMCULT2_order,order 2
200,GSSTRUST2_order,order 2
200,SNSSKEP_order,order 1
200,QBELIEF3_order,order 2
200,QBELIEF4_order,order 2
200,TWKNOW_order,order 1
200,TWAUTO_order,order 2
200,JOKE1_order,order 1
200,CHOICE1_order,order 2
200,WOMENOPPS_order,order 2
200,FAIRTRT_order,order 2
200,TALKREL_order,order 1
203,SOCTRUST2_order,order 1
203,CONGPOST_order,order 1
203,GSSTRUST3_order,order 2
203,POLCRCT_order,order 2
203,ECONFAIR2_order,order 2
203,IMMCULT2_order,order 1
203,GSSTRUST2_order,order 1
203,SNSSKEP_order,order 2
203,QBELIEF3_order,order 2
203,QBELIEF4_order,order 2
203,TWKNOW_order,order 2
203,TWAUTO_order,order 1
203,JOKE1_order,order 2
203,CHOICE1_order,order 1
203,WOMENOPPS_order,order 2
203,FAIRTRT_order,order 1
203,TALKREL_order,order 2
205,SOCTRUST2_order,order 2
205,CONGPOST_order,order 1
205,GSSTRUST3_order,order 2
205,POLCRCT_order,order 1
205,ECONFAIR2_order,order 2
205,IMMCULT2_order,order 2
205,GSSTRUST2_order,order 1
205,SNSSKEP_order,order 1
205,QBELIEF3_order,order 2
205,QBELIEF4_order,order 2
205,TWKNOW_order,order 2
205,TWAUTO_order,order 1
205,JOKE1_order,order 2
205,CHOICE1_order,order 1
205,WOMENOPPS_order,order 2
205,FAIRTRT_order,order 1
205,TALKREL_order,order 1
207,SOCTRUST2_order,order 2
207,CONGPOST_order,
207,GSSTRUST3_order,order 2
207,POLCRCT_order,order 1
207,ECONFAIR2_order,order 2
207,IMMCULT2_order,order 1
207,GSSTRUST2_order,order 2
207,SNSSKEP_order,order 2
207,QBELIEF3_order,order 1
207,QBELIEF4_order,order 1
207,TWKNOW_order,order 2
207,TWAUTO_order,order 1
207,JOKE1_order,order 1
207,CHOICE1_order,order 1
207,WOMENOPPS_order,order 2
207,FAIRTRT_order,order 1
207,TALKREL_order,order 1
208,SOCTRUST2_order,order 2
208,CONGPOST_order,order 1
208,GSSTRUST3_order,order 2
208,POLCRCT_order,order 2
208,ECONFAIR2_order,order 2
208,IMMCULT2_order,order 1
208,GSSTRUST2_order,order 2
208,SNSSKEP_order,order 1
208,QBELIEF3_order,order 1
208,QBELIEF4_order,order 1
208,TWKNOW_order,order 2
208,TWAUTO_order,order 1
208,JOKE1_order,order 1
208,CHOICE1_order,order 1
208,WOMENOPPS_order,order 2
208,FAIRTRT_order,order 2
208,TALKREL_order,order 2
209,SOCTRUST2_order,order 2
209,CONGPOST_order,order 1
209,GSSTRUST3_order,order 2
209,POLCRCT_order,order 2
209,ECONFAIR2_order,order 1
209,IMMCULT2_order,order 2
209,GSSTRUST2_order,order 1
209,SNSSKEP_order,order 1
209,QBELIEF3_order,order 2
209,QBELIEF4_order,order 2
209,TWKNOW_order,order 1
209,TWAUTO_order,order 1
209,JOKE1_order,order 1
209,CHOICE1_order,order 2
209,WOMENOPPS_order,order 2
209,FAIRTRT_order,order 2
209,TALKREL_order,order 2
213,SOCTRUST2_order,order 1
213,CONGPOST_order,order 1
213,GSSTRUST3_order,order 2
213,POLCRCT_order,order 1
213,ECONFAIR2_order,order 1
213,IMMCULT2_order,order 2
213,GSSTRUST2_order,order 1
213,SNSSKEP_order,order 2
213,QBELIEF3_order,order 1
